name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,make,model,model_trim,engine_cc,power_bhp,mileage_value,mileage_unit,torque_nm,torque_rpm,owner_simple,car_age,bhp_per_litre,nm_per_litre,log_selling_price,log_km_driven,log_engine_cc,log_power_bhp,log_torque_nm,flag_outlier_selling_price,flag_outlier_km_driven,flag_outlier_engine_cc,flag_outlier_power_bhp,flag_outlier_torque_nm,car_cluster
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,225000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0,Chevrolet,Tavera Neo,Tavera Neo 3 LS 9 Str BSIII,2499.0,72.4,13.58,kmpl,171.0,1800.0,Second,16,28.971588635454182,68.42737094837935,12.628070334272698,12.323860125621126,7.824046010856292,4.29592393562047,5.147494476813453,0,1,1,0,0,4
Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0,Maruti,SX4 ZXI,SX4 ZXI MT BSIV Leather,1586.0,103.3,15.5,kmpl,145.0,4100.0,Second,15,65.13240857503152,91.4249684741488,12.560247968016562,11.951186847493476,7.369600720526409,4.647271362006727,4.983606621708336,0,0,0,0,0,1
Tata Xenon XT EX 4X4,2015,600000,60000,Diesel,Individual,Manual,Second Owner,13.49 kmpl,2179 CC,138.03 bhp,320Nm@ 1750-2700rpm,5.0,Tata,Xenon XT,Xenon XT EX 4X4,2179.0,138.03,13.49,kmpl,320.0,2225.0,Second,10,63.34557136301056,146.85635612666363,13.304686600863562,11.002116507732017,7.687080155783135,4.9346897371814515,5.771441123130016,0,0,1,0,0,3
Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,Mahindra,KUV 100,KUV 100 mFALCON G80 K8,1198.0,82.0,18.15,kmpl,115.0,3550.0,First,9,68.44741235392321,95.99332220367279,12.962196972666593,11.608244735642321,7.089243155027514,4.418840607796598,4.7535901911063645,0,0,0,0,0,1
Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5.0,Tata,Indica Vista,Indica Vista Terra 1.4 TDI,1405.0,71.0,17.0,kmpl,135.0,2500.0,First,15,50.53380782918149,96.08540925266904,12.100717685412471,11.695255355062795,7.2485040723706105,4.276666119016055,4.912654885736052,0,0,0,0,0,1
Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 VGT CRDi,1582.0,126.32,22.32,kmpl,259.8,2325.0,Second,14,79.84829329962072,164.22250316055624,12.899222326086994,11.51293546492023,7.367077059881012,4.846703602413892,5.563753830052498,0,0,0,0,0,0
Chevrolet Beat LS,2010,120000,40000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,Chevrolet,Beat LS,Beat LS,1199.0,79.4,18.6,kmpl,108.0,4400.0,Second,15,66.22185154295246,90.07506255212677,11.695255355062795,10.596659732783579,7.090076835776092,4.387014176184921,4.6913478822291435,0,0,0,0,0,2
Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,110000,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Manza Aura,Manza Aura (ABS) Quadrajet BS IV,1248.0,88.8,21.12,kmpl,200.0,2375.0,Second,13,71.15384615384615,160.25641025641025,12.611541086966115,11.608244735642321,7.130098510125578,4.497584975308154,5.303304908059076,0,0,0,0,0,0
Maruti Alto K10 2010-2014 VXI,2011,190000,92500,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto K10,Alto K10 2010-2014 VXI,998.0,67.1,20.92,kmpl,90.0,3500.0,Second,14,67.23446893787575,90.18036072144288,12.154784614286667,11.434974734252892,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,1
Maruti Alto 800 LXI,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 LXI,796.0,47.3,24.7,kmpl,69.0,3500.0,First,8,59.42211055276381,86.68341708542714,12.644330802262578,9.90353755128617,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Renault KWID RXL,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID RXL,KWID RXL,799.0,53.3,25.17,kmpl,72.0,4386.0,First,6,66.7083854818523,90.11264080100125,12.847929163278053,9.61587214452889,6.684611727667927,3.9945242269398897,4.290459441148391,0,0,0,0,0,2
Mahindra Bolero Power Plus ZLX,2019,740000,14000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero Power,Bolero Power Plus ZLX,1493.0,70.0,16.5,kmpl,195.0,1800.0,First,6,46.88546550569323,130.609511051574,13.51440681653079,9.546884034617925,7.309212365692763,4.2626798770413155,5.278114659230517,0,0,0,0,0,0
Datsun RediGO T Option,2016,260000,35000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,Datsun,RediGO T,RediGO T Option,799.0,53.64,22.7,kmpl,72.0,4386.0,First,9,67.13391739674593,90.11264080100125,12.468440756144114,10.463131911491967,6.684611727667927,4.0007662152625345,4.290459441148391,0,0,0,0,0,2
Maruti Alto K10 VXI,2017,320000,32000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto K10,Alto K10 VXI,998.0,67.05,23.95,kmpl,90.0,3500.0,Second,8,67.18436873747494,90.18036072144288,12.676079399771027,10.373522431293592,6.906754778648554,4.220242729097475,4.51085950651685,0,0,0,0,0,2
Maruti Wagon R LXI CNG,2013,211000,90000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R LXI CNG,998.0,58.16,26.6,km/kg,77.0,3500.0,First,12,58.27655310621242,77.15430861723446,12.259618151783465,11.407576060361786,6.906754778648554,4.080245637842599,4.356708826689592,0,0,0,0,0,1
Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXI 1.2 BS IV,1197.0,81.8,22.0,kmpl,113.0,4200.0,First,7,68.33751044277359,94.40267335004177,13.384729180332174,10.463131911491967,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Maruti Swift Dzire VDI,2017,651000,32500,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDI,1248.0,74.02,28.4,kmpl,190.0,2000.0,Second,8,59.31089743589743,152.24358974358975,13.386266457287837,10.389026137075234,7.130098510125578,4.317754744653741,5.25227342804663,0,0,0,0,0,0
Maruti Alto K10 VXI AGS,2019,380000,14000,Petrol,Individual,Automatic,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto K10,Alto K10 VXI AGS,998.0,67.05,23.95,kmpl,90.0,3500.0,First,6,67.18436873747494,90.18036072144288,12.847929163278053,9.546884034617925,6.906754778648554,4.220242729097475,4.51085950651685,0,0,0,0,0,2
Chevrolet Beat Diesel LT,2014,160000,70000,Diesel,Individual,Manual,Third Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,Chevrolet,Beat Diesel,Beat Diesel LT,936.0,56.3,25.44,kmpl,142.5,1750.0,Third+,11,60.14957264957264,152.24358974358972,11.982935344196433,11.156264806643742,6.842683282238422,4.048300623720694,4.966335035199676,0,0,0,0,0,0
Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,Hyundai,Verna VTVT,Verna VTVT 1.6 AT SX Option,1591.0,121.3,17.0,kmpl,151.0,4850.0,First,6,76.24135763670647,94.90886235072281,14.054528245836039,9.90353755128617,7.3727463664043285,4.8064770426931265,5.0238805208462765,0,0,0,0,0,2
Maruti Wagon R Duo Lxi,2011,300000,225000,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R Duo Lxi,998.0,58.2,26.2,km/kg,77.0,3500.0,First,14,58.31663326653307,77.15430861723446,12.611541086966115,12.323860125621126,6.906754778648554,4.0809215418899605,4.356708826689592,0,1,0,0,0,1
Maruti Swift VDI Optional,2015,405000,100000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift VDI,Swift VDI Optional,1248.0,74.0,25.2,kmpl,190.0,2000.0,First,10,59.294871794871796,152.24358974358975,12.91164481522143,11.51293546492023,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 W8,XUV500 W8 2WD,2179.0,140.0,15.1,kmpl,330.0,2200.0,First,10,64.24965580541533,151.44561725562187,13.652992804936396,11.079076314320059,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Mahindra Bolero Power Plus ZLX,2017,680000,90000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero Power,Bolero Power Plus ZLX,1493.0,70.0,16.5,kmpl,195.0,1800.0,First,8,46.88546550569323,130.609511051574,13.429849547739444,11.407576060361786,7.309212365692763,4.2626798770413155,5.278114659230517,0,0,0,0,0,0
Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Xcent 1.2,Xcent 1.2 Kappa SX Option,1197.0,82.0,19.1,kmpl,114.0,4000.0,First,11,68.50459482038428,95.23809523809523,12.96453929221076,11.289794413577894,7.088408778675395,4.418840607796598,4.74493212836325,0,0,0,0,0,2
Hyundai Verna 1.4 CRDi,2015,525000,225000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5.0,Hyundai,Verna 1.4,Verna 1.4 CRDi,1396.0,88.7,24.8,kmpl,219.7,2250.0,First,10,63.53868194842408,157.378223495702,13.171155446333852,12.323860125621126,7.242082359256962,4.49647076906475,5.396804313262691,0,1,0,0,0,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,Toyota,Innova 2.5,Innova 2.5 VX (Diesel) 7 Seater,2494.0,100.6,12.99,kmpl,200.0,2400.0,Second,11,40.336808340016034,80.19246190858058,13.835313185260453,11.002116507732017,7.822044008185619,4.6210435351443815,5.303304908059076,0,0,1,0,0,4
Toyota Innova 2.5 G2,2005,245000,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,Toyota,Innova 2.5,Innova 2.5 G2,2494.0,102.0,12.8,kmpl,200.05565999999996,,First,20,40.8981555733761,80.21477947072972,12.409017571151187,11.695255355062795,7.822044008185619,4.634728988229636,5.303581785147962,0,0,1,0,0,4
Hyundai Elantra CRDi SX,2015,869999,120000,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.2 bhp,259.88Nm@ 1900-2750rpm,5.0,Hyundai,Elantra CRDi,Elantra CRDi SX,1582.0,126.2,22.7,kmpl,259.88,2325.0,First,10,79.7724399494311,164.27307206068267,13.676248490630767,11.695255355062795,7.367077059881012,4.845760650906022,5.564060531481064,0,0,0,0,0,0
Maruti Wagon R Duo Lxi,2010,160000,66444,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R Duo Lxi,998.0,58.2,26.2,km/kg,77.0,3500.0,First,15,58.31663326653307,77.15430861723446,11.982935344196433,11.104129816765608,6.906754778648554,4.0809215418899605,4.356708826689592,0,0,0,0,0,1
Maruti Vitara Brezza VDi Option,2016,700000,86000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara Brezza,Vitara Brezza VDi Option,1248.0,88.5,24.3,kmpl,200.0,1750.0,First,9,70.91346153846153,160.25641025641025,13.45883704259595,11.362114203075018,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,Nissan,Sunny Diesel,Sunny Diesel XV,1461.0,84.8,21.64,kmpl,200.0,2000.0,First,13,58.04243668720054,136.89253935660506,12.611541086966115,11.407576060361786,7.2875606403097235,4.4520190064939165,5.303304908059076,0,0,0,0,0,0
Honda Civic 1.8 S AT,2007,175000,218463,Petrol,Individual,Automatic,First Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0,Honda,Civic 1.8,Civic 1.8 S AT,1799.0,130.0,12.9,kmpl,172.0,4300.0,First,18,72.26236798221234,95.60867148415787,12.07254696717504,12.294376520218007,7.495541943884256,4.875197323201151,5.153291594497779,0,1,0,0,0,1
Toyota Innova 2.5 VX 8 STR,2012,960000,153000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,Toyota,Innova 2.5,Innova 2.5 VX 8 STR,2494.0,102.0,12.8,kmpl,200.05565999999996,,First,13,40.8981555733761,80.21477947072972,13.774689605110144,11.938199736300925,7.822044008185619,4.634728988229636,5.303581785147962,0,0,1,0,0,4
Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,Mahindra,Thar CRDe,Thar CRDe AC,2498.0,105.0,16.55,kmpl,247.0,1900.0,Second,11,42.03362690152122,98.87910328262609,13.171155446333852,11.156264806643742,7.823645930834952,4.663439094112067,5.5134287461649825,0,0,1,0,0,4
Hyundai Grand i10 CRDi Sportz,2015,345000,60000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,Hyundai,Grand i10,Grand i10 CRDi Sportz,1120.0,70.0,24.0,kmpl,160.0,2125.0,First,10,62.49999999999999,142.85714285714283,12.75130259456002,11.002116507732017,7.02197642307216,4.2626798770413155,5.081404364984463,0,0,0,0,0,0
Honda Amaze S i-Vtech,2015,390000,50000,Petrol,Individual,Manual,First Owner,18.0 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,Honda,Amaze S,Amaze S i-Vtech,1198.0,86.7,18.0,kmpl,109.0,4500.0,First,10,72.37061769616027,90.98497495826378,12.873904582205107,10.819798284210286,7.089243155027514,4.473921899378137,4.700480365792417,0,0,0,0,0,2
Datsun GO T Option BSIV,2015,275000,20000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,Datsun,GO T,GO T Option BSIV,1198.0,67.0,20.63,kmpl,104.0,4000.0,First,10,55.92654424040067,86.81135225375627,12.524530013005734,9.90353755128617,7.089243155027514,4.219507705176107,4.653960350157523,0,0,0,0,0,2
Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,Chevrolet,Sail 1.2,Sail 1.2 LS ABS,1199.0,82.4,18.2,kmpl,108.5,5000.0,First,11,68.72393661384487,90.49207673060883,12.644330802262578,10.463131911491967,7.090076835776092,4.423648309364701,4.695924549256556,0,0,0,0,0,2
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Grand i10,Grand i10 1.2 Kappa Sportz Dual Tone,1197.0,81.86,18.9,kmpl,113.75,4000.0,First,8,68.38763575605681,95.02923976608187,13.122365377402328,9.90353755128617,7.088408778675395,4.417152436649256,4.7427558489406545,0,0,0,0,0,2
Chevrolet Sail Hatchback LT ABS,2013,200000,70000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0,Chevrolet,Sail Hatchback,Sail Hatchback LT ABS,1248.0,76.9,22.1,kmpl,205.0,1750.0,First,12,61.61858974358975,164.26282051282053,12.206077645517674,11.156264806643742,7.130098510125578,4.355425952876702,5.327876168789581,0,0,0,0,0,0
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,230Nm@ 1500-2500rpm,5.0,Volkswagen,Polo 2015-2019,Polo 2015-2019 1.5 TDI Highline Plus,1498.0,88.0,20.14,kmpl,230.0,2000.0,First,7,58.74499332443258,153.5380507343124,13.384729180332174,10.87806606028079,7.312553498102598,4.48863636973214,5.442417710521793,0,0,0,0,0,0
Honda City i-DTEC VX,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,Honda,City i-DTEC,City i-DTEC VX,1498.0,97.9,25.6,kmpl,200.0,1750.0,First,7,65.35380507343125,133.5113484646195,13.846040732930732,11.002116507732017,7.312553498102598,4.594109238628667,5.303304908059076,0,0,0,0,0,0
Hyundai EON 1.0 Era Plus,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,Hyundai,EON 1.0,EON 1.0 Era Plus,998.0,68.05,20.3,kmpl,94.14,3500.0,First,7,68.18637274549098,94.32865731462925,12.706850963741102,11.156264806643742,6.906754778648554,4.234830879855301,4.555349491004136,0,0,0,0,0,2
Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,Hyundai,Santro Era,Santro Era,1086.0,68.0,20.3,kmpl,99.0,4500.0,First,6,62.61510128913444,91.16022099447513,12.896719202134523,8.294299608857235,6.99117688712121,4.23410650459726,4.605170185988092,0,0,0,0,0,2
Hyundai i10 Magna,2012,250000,103000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10 Magna,i10 Magna,1197.0,78.9,20.36,kmpl,111.7,4000.0,First,13,65.91478696741855,93.31662489557226,12.429220196836383,11.542493975902508,7.088408778675395,4.380775852772229,4.724729421045731,0,0,0,0,0,1
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,600000,20000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,Hyundai,Grand i10,Grand i10 1.2 CRDi Sportz Option,1186.0,73.97,24.0,kmpl,190.24,2000.0,First,8,62.36930860033727,160.4047217537943,13.304686600863562,9.90353755128617,7.079184394609668,4.31708803351497,5.253529183757903,0,0,0,0,0,0
Maruti Swift VDI,2013,375000,77000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift VDI,Swift VDI,1248.0,74.0,22.9,kmpl,190.0,2000.0,First,12,59.294871794871796,152.24358974358975,12.834683971615659,11.251573687764477,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Hyundai Verna 1.6 CRDi EX MT,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 CRDi EX MT,1582.0,126.3,22.32,kmpl,259.9,2325.0,Second,12,79.83565107458912,164.28571428571428,13.005831808336863,11.375799046548751,7.367077059881012,4.846546505563361,5.564137192142683,0,0,0,0,0,0
Maruti Wagon R LXI,2003,55000,167000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R LXI,998.0,67.1,18.9,kmpl,90.0,3500.0,Second,22,67.23446893787575,90.18036072144288,10.915106645867503,12.025755079404917,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,1
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,611000,77000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20 2015-2017,i20 2015-2017 Asta 1.4 CRDi,1396.0,88.73,22.54,kmpl,219.7,2125.0,First,9,63.56017191977078,157.378223495702,13.322853874813605,11.251573687764477,7.242082359256962,4.496805161309966,5.396804313262691,0,0,0,0,0,0
Hyundai Verna 1.4 CRDi,2014,459999,110000,Diesel,Individual,Manual,Second Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5.0,Hyundai,Verna 1.4,Verna 1.4 CRDi,1396.0,88.7,24.8,kmpl,219.7,2250.0,Second,11,63.53868194842408,157.378223495702,13.038981768465277,11.608244735642321,7.242082359256962,4.49647076906475,5.396804313262691,0,0,0,0,0,0
Ford Fiesta EXi 1.4 TDCi Ltd,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,Ford,Fiesta EXi,Fiesta EXi 1.4 TDCi Ltd,1399.0,68.0,17.8,kmpl,159.848395,,Second,14,48.60614724803431,114.2590385989993,12.524530013005734,11.695255355062795,7.24422751560335,4.23410650459726,5.080462275394655,0,0,0,0,0,1
Hyundai Santro Xing GLS CNG,2011,185000,170000,CNG,Individual,Manual,First Owner,11.88 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,Hyundai,Santro Xing,Santro Xing GLS CNG,1086.0,62.1,11.88,km/kg,96.1,3000.0,First,14,57.18232044198895,88.48987108655616,12.128116509451258,12.04355959836804,6.99117688712121,4.144720769547168,4.575741375297279,0,0,0,0,0,1
Hyundai Verna 1.6 SX,2012,390000,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 SX,1582.0,126.32,22.32,kmpl,259.8,2325.0,Second,13,79.84829329962072,164.22250316055624,12.873904582205107,11.51293546492023,7.367077059881012,4.846703602413892,5.563753830052498,0,0,0,0,0,0
Chevrolet Spark 1.0 LT,2007,72000,40000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,Chevrolet,Spark 1.0,Spark 1.0 LT,995.0,62.0,18.0,kmpl,90.3,4200.0,Second,18,62.311557788944725,90.7537688442211,11.184435286790631,10.596659732783579,6.903747257584598,4.143134726391533,4.514150787600923,0,0,0,0,0,1
Tata Indica V2 DL BSIII,2007,90000,50000,Diesel,Individual,Manual,First Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,Tata,Indica V2,Indica V2 DL BSIII,1396.0,52.8,17.88,kmpl,85.0,2500.0,First,18,37.82234957020057,60.88825214899714,11.407576060361786,10.819798284210286,7.242082359256962,3.9852734671677386,4.454347296253507,0,0,0,0,0,1
Toyota Etios GD,2015,500000,125000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,Toyota,Etios GD,Etios GD,1364.0,67.05,23.59,kmpl,170.0,2100.0,First,10,49.156891495601165,124.63343108504398,13.122365377402328,11.736077016252437,7.21890970761906,4.220242729097475,5.14166355650266,0,0,0,0,0,0
Maruti Wagon R LXI CNG,2011,200000,137000,CNG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R LXI CNG,998.0,58.2,26.2,km/kg,77.0,3500.0,First,14,58.31663326653307,77.15430861723446,12.206077645517674,11.827743504053695,6.906754778648554,4.0809215418899605,4.356708826689592,0,0,0,0,0,1
Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,Mahindra,XUV500 W9,XUV500 W9 BSIV,2179.0,152.87,15.1,kmpl,360.0,2275.0,First,6,70.15603487838459,165.21340064249657,14.269766465162304,9.798182590890704,7.687080155783135,5.036108090069287,5.8888779583328805,1,0,1,0,1,3
Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand i10,Grand i10 Sportz,1197.0,82.0,18.9,kmpl,114.0,4000.0,First,10,68.50459482038428,95.23809523809523,13.144126826131089,10.308985993422082,7.088408778675395,4.418840607796598,4.74493212836325,0,0,0,0,0,2
Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6 kmpl,1368 CC,88.7 bhp,115Nm@ 4500rpm,5.0,Fiat,Grande Punto,Grande Punto 1.4 Emotion,1368.0,88.7,14.6,kmpl,115.0,4500.0,First,16,64.8391812865497,84.0643274853801,11.918397239722838,10.915106645867503,7.221835825288449,4.49647076906475,4.7535901911063645,0,0,0,0,0,2
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,8.0,Toyota,Innova Crysta,Innova Crysta 2.7 GX AT 8 STR,2694.0,163.7,10.75,kmpl,245.0,4000.0,First,5,60.76466221232368,90.94283593170007,14.220976332738882,10.596659732783579,7.899153483343097,5.104125637183595,5.5053315359323625,1,0,1,1,0,3
Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 LXI,796.0,47.3,22.74,kmpl,69.0,3500.0,Second,12,59.42211055276381,86.68341708542714,12.128116509451258,11.289794413577894,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,1
